borrower_id,age,gender,state,business_sector,years_in_business,monthly_income_ngn,pos_txn_count_monthly,pos_txn_volume_ngn_monthly,loan_amount_ngn,loan_tenor_months,interest_rate_monthly_pct,existing_loans_count,collateral_provided,has_bank_account,urban_rural,loan_channel,trade_association_member,mobile_money_active,sim_tenure_months,repayment_history_score,defaulted
BRW101155,46,Male,Oyo,Trading/Retail,2.1,43500,30,55900,82000,3,4.64,0,0,1,Urban,POS Agent,0,0,65,100.0,0
BRW101156,23,Female,Abuja (FCT),Trading/Retail,6.3,29100,74,284100,38000,1,7.87,2,1,1,Urban,Mobile App,0,1,18,87.7,0
BRW101157,58,Female,Oyo,Artisan/Repairs,7.6,39900,95,109000,54000,2,3.31,0,0,1,Rural,POS Agent,1,0,110,61.0,0
BRW101158,36,Male,Plateau,Fashion & Tailoring,0.3,34500,8,6500,54000,12,9.24,1,0,1,Urban,POS Agent,0,1,28,53.5,0
BRW101159,34,Male,Anambra,Transport/Logistics,2.6,21000,53,159500,49000,6,4.58,0,0,0,Urban,POS Agent,0,1,37,58.4,0
BRW101160,45,Male,Ogun,Agriculture,4.9,108700,61,287600,207000,1,9.35,2,0,0,Urban,Mobile App,1,1,29,64.4,1
BRW101161,41,Female,Edo,Services (Salon/Barbing etc.),4.2,62700,68,267000,33000,3,5.49,2,0,0,Urban,POS Agent,1,1,116,97.9,0
BRW101162,58,Male,Delta,Trading/Retail,5.0,39700,56,194700,62000,12,7.28,0,1,0,Urban,Mobile App,1,1,110,37.1,0
BRW101163,43,Female,Enugu,Transport/Logistics,1.4,37800,23,135000,88000,3,6.88,1,1,1,Urban,Mobile App,0,1,24,61.7,1
BRW101164,42,Female,Edo,Artisan/Repairs,0.3,38900,5,20400,71000,2,6.86,2,0,1,Urban,POS Agent,0,1,49,65.9,0
BRW101165,23,Female,Oyo,Services (Salon/Barbing etc.),3.9,32400,49,107000,52000,6,6.02,3,1,0,Rural,POS Agent,1,1,21,90.4,0
BRW101166,19,Male,Kwara,Fashion & Tailoring,3.3,39600,52,151600,30000,3,9.79,0,0,1,Urban,Mobile App,1,0,4,57.9,0
BRW101167,37,Female,Delta,Fashion & Tailoring,7.5,29700,112,109200,55000,6,8.43,1,1,1,Rural,POS Agent,0,1,80,54.2,0
BRW101168,65,Female,Rivers,Transport/Logistics,5.0,72100,71,318600,120000,6,4.87,1,1,1,Rural,POS Agent,0,1,29,78.0,0
BRW101169,62,Female,Osun,Fashion & Tailoring,0.3,17600,2,6400,25000,3,10.07,1,0,0,Urban,Cooperative (Esusu/Ajo),0,1,88,69.6,0
BRW101170,48,Male,Plateau,Artisan/Repairs,5.0,54800,53,245200,22000,12,5.82,0,0,1,Urban,POS Agent,1,0,8,67.6,0
BRW101171,48,Female,Rivers,Services (Salon/Barbing etc.),9.0,30200,149,867500,56000,6,8.98,1,0,1,Urban,Bank Branch,1,1,41,59.3,0
BRW101172,36,Female,Abuja (FCT),Services (Salon/Barbing etc.),7.3,80900,122,151300,46000,2,3.19,0,1,1,Urban,Cooperative (Esusu/Ajo),0,1,101,58.0,0
BRW101173,26,Female,Enugu,Food & Provisions,5.0,44600,91,498000,18000,3,8.28,0,1,1,Rural,Bank Branch,0,0,30,85.1,0
BRW101174,18,Female,Abuja (FCT),Artisan/Repairs,2.3,59600,43,95100,80000,3,8.26,0,0,1,Urban,POS Agent,0,0,89,65.1,0
BRW101175,34,Male,Ogun,Agriculture,3.0,34800,42,154400,21000,2,5.08,2,0,1,Urban,Cooperative (Esusu/Ajo),0,1,5,88.1,0
BRW101176,33,Male,Oyo,Agriculture,3.0,100200,39,191500,169000,2,4.77,3,0,1,Urban,Cooperative (Esusu/Ajo),0,1,7,76.9,0
BRW101177,27,Female,Oyo,Food & Provisions,5.6,24700,95,351000,48000,9,10.32,0,1,1,Urban,Mobile App,0,0,65,67.0,0
BRW101178,30,Female,Lagos,Agriculture,5.4,34000,75,268500,74000,12,5.22,1,1,1,Urban,Mobile App,0,1,40,74.9,1
BRW101179,19,Female,Plateau,Services (Salon/Barbing etc.),3.7,28600,63,267700,53000,6,3.51,0,0,1,Urban,Bank Branch,0,1,114,83.1,0
BRW101180,47,Male,Kaduna,Fashion & Tailoring,6.9,47200,99,128300,97000,1,10.65,0,1,1,Urban,Mobile App,1,0,40,55.5,1
BRW101181,62,Male,Osun,Electronics/Phone Accessories,1.9,51500,34,195400,30000,2,7.12,5,1,1,Urban,Bank Branch,1,0,55,80.4,0
BRW101182,51,Female,Oyo,Food & Provisions,6.5,24500,96,421600,13000,9,4.28,0,1,1,Urban,Bank Branch,1,1,122,75.3,0
BRW101183,39,Female,Kaduna,Services (Salon/Barbing etc.),10.2,27400,157,711000,53000,9,8.17,2,0,0,Rural,Bank Branch,1,0,52,75.4,0
BRW101184,38,Male,Plateau,Trading/Retail,8.4,26600,123,585900,29000,9,11.29,2,1,1,Urban,POS Agent,0,1,12,58.0,0
BRW101185,32,Male,Kaduna,Artisan/Repairs,6.6,21900,99,389500,46000,1,8.38,0,1,0,Urban,Bank Branch,1,1,112,64.6,0
BRW101186,24,Female,Abuja (FCT),Food & Provisions,2.3,33600,39,208000,54000,9,5.53,1,0,1,Rural,Cooperative (Esusu/Ajo),1,1,44,78.4,0
BRW101187,46,Male,Kano,Services (Salon/Barbing etc.),4.5,127500,62,350700,47000,3,11.53,0,1,1,Urban,Cooperative (Esusu/Ajo),0,1,3,72.3,0
BRW101188,45,Male,Osun,Agriculture,5.6,53000,91,470000,27000,3,3.17,0,0,1,Rural,POS Agent,0,0,31,46.4,0
BRW101189,18,Male,Delta,Agriculture,4.3,34000,74,120300,17000,1,7.34,2,0,1,Rural,POS Agent,0,1,36,66.5,0
BRW101190,37,Male,Abuja (FCT),Services (Salon/Barbing etc.),5.5,42300,91,190400,20000,3,7.54,1,0,0,Urban,POS Agent,0,1,86,68.7,1
BRW101191,31,Male,Lagos,Transport/Logistics,12.2,20800,177,720300,41000,1,4.76,1,1,1,Urban,POS Agent,0,1,25,72.6,1
BRW101192,26,Female,Osun,Transport/Logistics,8.2,21500,136,502300,38000,3,9.98,2,0,0,Urban,Bank Branch,1,1,36,74.9,0
BRW101193,51,Female,Anambra,Transport/Logistics,10.9,30600,166,743100,25000,6,11.93,0,0,1,Rural,Cooperative (Esusu/Ajo),0,1,87,42.7,0
BRW101194,43,Female,Rivers,Fashion & Tailoring,7.9,24400,107,250000,51000,6,10.51,0,0,1,Rural,POS Agent,0,0,46,31.2,0
BRW101195,48,Female,Rivers,Electronics/Phone Accessories,3.1,78500,41,138900,25000,3,11.28,1,0,1,Urban,POS Agent,0,1,55,67.7,0
BRW101196,52,Male,Kano,Transport/Logistics,1.5,138700,21,123500,172000,2,9.45,3,0,1,Rural,Bank Branch,0,0,68,80.2,0
BRW101197,65,Male,Edo,Trading/Retail,3.0,78800,41,206000,112000,2,7.04,0,1,0,Urban,POS Agent,1,1,36,99.7,1
BRW101198,56,Male,Rivers,Fashion & Tailoring,4.2,31700,62,283700,50000,3,6.93,0,0,0,Urban,POS Agent,1,1,143,63.2,0
BRW101199,47,Male,Osun,Electronics/Phone Accessories,7.6,49300,123,572800,101000,9,6.53,0,0,1,Rural,Mobile App,1,0,98,73.5,0
BRW101200,60,Female,Oyo,Food & Provisions,6.7,65000,102,102700,98000,3,9.28,1,0,1,Urban,POS Agent,1,1,122,41.3,0
BRW101201,40,Male,Kano,Artisan/Repairs,1.9,61000,31,53200,52000,1,9.47,0,0,0,Urban,Mobile App,1,0,84,55.6,0
BRW101202,65,Female,Kwara,Trading/Retail,4.4,111300,67,247600,179000,12,11.26,1,1,1,Urban,POS Agent,0,1,63,63.2,0
BRW101203,54,Male,Abuja (FCT),Trading/Retail,9.1,25400,126,416600,45000,12,11.91,2,1,1,Rural,Cooperative (Esusu/Ajo),1,1,46,43.8,0
BRW101204,49,Male,Enugu,Agriculture,2.0,53200,36,71600,103000,2,7.28,0,0,1,Urban,Cooperative (Esusu/Ajo),1,1,30,69.2,0
BRW101205,61,Male,Kwara,Transport/Logistics,3.4,47600,57,228600,41000,9,4.94,0,1,1,Urban,POS Agent,1,1,11,71.0,0
BRW101206,42,Male,Abuja (FCT),Transport/Logistics,2.9,40700,32,147200,56000,3,8.13,0,1,1,Urban,POS Agent,0,0,32,100.0,0
BRW101207,52,Female,Rivers,Trading/Retail,7.1,20800,101,113300,20000,2,7.54,0,1,0,Urban,Cooperative (Esusu/Ajo),0,1,36,84.6,0
BRW101208,31,Female,Ogun,Electronics/Phone Accessories,11.2,22000,150,556300,18000,6,4.46,1,1,0,Urban,Bank Branch,1,0,9,76.5,0
BRW101209,64,Male,Plateau,Transport/Logistics,2.8,99700,37,129500,188000,3,5.36,0,0,1,Urban,POS Agent,1,0,51,83.7,0
BRW101210,47,Female,Edo,Fashion & Tailoring,2.3,78400,29,46900,58000,9,8.14,2,0,1,Rural,POS Agent,0,1,28,71.2,0
BRW101211,55,Female,Delta,Food & Provisions,1.2,26200,17,77100,20000,3,6.92,0,0,1,Rural,Cooperative (Esusu/Ajo),0,0,20,89.4,0
BRW101212,40,Male,Rivers,Transport/Logistics,4.0,18100,55,66500,34000,2,4.62,0,1,0,Rural,Bank Branch,0,0,81,61.7,0
BRW101213,59,Male,Enugu,Services (Salon/Barbing etc.),7.4,49800,118,699100,18000,3,3.75,1,1,1,Urban,Cooperative (Esusu/Ajo),0,1,30,85.0,0
BRW101214,21,Male,Rivers,Trading/Retail,0.8,46900,10,9300,65000,3,8.46,1,0,1,Urban,Cooperative (Esusu/Ajo),0,1,16,32.2,0
BRW101215,23,Male,Edo,Transport/Logistics,3.6,20200,54,228900,32000,6,3.83,2,1,1,Urban,POS Agent,1,0,11,67.1,0
BRW101216,42,Female,Oyo,Transport/Logistics,5.0,151900,101,243600,315000,3,11.97,0,1,1,Rural,Bank Branch,0,0,39,96.1,0
BRW101217,53,Male,Kaduna,Services (Salon/Barbing etc.),6.7,97000,97,339700,149000,12,11.83,0,0,1,Rural,Cooperative (Esusu/Ajo),1,0,59,66.7,0
BRW101218,56,Female,Delta,Fashion & Tailoring,4.8,27100,82,195900,61000,6,3.74,1,0,0,Urban,POS Agent,1,0,42,75.0,0
BRW101219,39,Female,Lagos,Fashion & Tailoring,1.5,100900,29,110100,75000,3,7.55,3,0,1,Rural,Bank Branch,1,0,32,60.1,0
BRW101220,49,Male,Edo,Services (Salon/Barbing etc.),2.4,55600,28,49700,101000,12,10.21,0,0,1,Urban,Bank Branch,0,0,53,76.5,0
BRW101221,44,Female,Anambra,Services (Salon/Barbing etc.),9.7,73000,136,526000,132000,1,4.88,0,1,0,Urban,Mobile App,0,1,35,42.4,0
BRW101222,64,Male,Enugu,Services (Salon/Barbing etc.),6.0,30800,97,572300,70000,3,7.89,3,0,1,Rural,Cooperative (Esusu/Ajo),0,1,60,82.1,0
BRW101223,49,Male,Abuja (FCT),Services (Salon/Barbing etc.),2.7,68900,34,57300,99000,1,8.65,1,0,1,Rural,Mobile App,1,0,35,82.1,0
BRW101224,38,Male,Abuja (FCT),Trading/Retail,3.6,166300,55,268000,115000,3,11.36,1,0,1,Rural,Bank Branch,0,0,51,69.2,0
BRW101225,64,Male,Plateau,Artisan/Repairs,1.7,93800,35,130500,34000,3,8.74,2,0,1,Urban,POS Agent,0,1,52,84.7,0
BRW101226,23,Male,Rivers,Artisan/Repairs,0.7,73600,8,23100,57000,6,11.95,0,0,1,Urban,Mobile App,0,1,32,73.9,0
BRW101227,65,Female,Anambra,Fashion & Tailoring,3.8,17700,40,153900,28000,3,11.62,1,0,0,Urban,POS Agent,1,0,28,67.3,0
BRW101228,25,Female,Kano,Food & Provisions,2.2,78400,33,133300,155000,12,5.9,2,0,1,Urban,POS Agent,0,0,35,77.8,0
BRW101229,31,Female,Oyo,Electronics/Phone Accessories,5.1,63100,62,286900,68000,6,7.69,1,0,1,Urban,Bank Branch,1,1,14,71.7,0
BRW101230,57,Male,Enugu,Agriculture,12.9,31300,179,312400,57000,2,11.23,0,0,0,Urban,POS Agent,1,1,116,68.0,0
BRW101231,53,Female,Kano,Services (Salon/Barbing etc.),4.9,41000,67,315500,39000,2,5.02,0,0,1,Urban,Cooperative (Esusu/Ajo),0,1,6,95.2,0
BRW101232,64,Male,Anambra,Fashion & Tailoring,4.9,46700,82,327800,30000,3,8.46,0,1,1,Rural,Cooperative (Esusu/Ajo),0,1,36,96.3,0
BRW101233,53,Female,Osun,Services (Salon/Barbing etc.),7.3,65800,113,588500,136000,3,5.25,0,1,1,Rural,POS Agent,0,1,18,68.5,0
BRW101234,48,Female,Lagos,Transport/Logistics,1.2,22200,29,65700,10000,12,9.07,0,0,0,Urban,Cooperative (Esusu/Ajo),1,1,31,99.7,0
BRW101235,34,Female,Oyo,Trading/Retail,5.5,50500,86,406400,49000,3,5.06,1,0,1,Urban,Cooperative (Esusu/Ajo),1,0,35,67.1,0
BRW101236,18,Male,Oyo,Trading/Retail,1.7,114900,26,54800,84000,1,6.98,2,1,0,Urban,POS Agent,1,0,36,86.0,0
BRW101237,23,Female,Plateau,Services (Salon/Barbing etc.),7.2,65700,108,451200,88000,3,10.64,0,0,0,Urban,POS Agent,0,1,53,84.5,0
BRW101238,32,Female,Abuja (FCT),Services (Salon/Barbing etc.),4.9,27100,65,258400,42000,3,10.79,4,1,0,Rural,POS Agent,0,0,180,61.8,1
BRW101239,19,Male,Rivers,Agriculture,1.3,56900,17,35500,60000,2,6.54,2,0,1,Urban,Mobile App,0,1,10,87.6,0
BRW101240,42,Female,Edo,Artisan/Repairs,4.9,63900,81,476100,129000,3,7.12,1,0,1,Urban,POS Agent,0,1,38,73.9,0
BRW101241,55,Male,Lagos,Transport/Logistics,1.0,15700,16,95400,39000,3,9.5,0,0,1,Rural,POS Agent,0,0,29,100.0,0
BRW101242,64,Male,Kwara,Trading/Retail,1.3,58000,14,80800,39000,3,9.75,1,1,1,Urban,POS Agent,0,1,56,68.8,0
BRW101243,41,Female,Oyo,Artisan/Repairs,0.9,49400,26,142600,113000,1,10.49,0,1,1,Urban,Mobile App,0,1,100,86.0,1
BRW101244,60,Female,Edo,Agriculture,7.5,20700,122,593400,30000,2,9.36,0,0,1,Rural,POS Agent,1,1,17,85.9,1
BRW101245,65,Male,Anambra,Food & Provisions,5.2,140400,74,67800,204000,9,6.32,1,0,0,Urban,POS Agent,0,0,13,85.6,0
BRW101246,59,Male,Abuja (FCT),Trading/Retail,4.2,58100,60,137400,110000,3,10.67,1,0,1,Urban,POS Agent,0,1,8,52.4,1
BRW101247,40,Male,Kaduna,Agriculture,1.9,43800,28,167400,93000,9,8.59,0,0,1,Urban,POS Agent,1,1,86,87.0,0
BRW101248,33,Male,Enugu,Electronics/Phone Accessories,5.6,30500,81,326900,45000,6,10.66,1,0,1,Urban,Mobile App,1,1,69,94.8,0
BRW101249,64,Female,Plateau,Transport/Logistics,4.3,52100,70,303100,73000,9,9.66,0,0,0,Urban,POS Agent,0,1,24,64.4,0
BRW101250,29,Male,Kwara,Artisan/Repairs,2.5,61700,37,91400,96000,3,7.55,1,1,0,Rural,Mobile App,0,1,33,75.9,0
BRW101251,37,Female,Enugu,Fashion & Tailoring,4.6,101800,51,222700,50000,3,11.78,2,0,1,Urban,POS Agent,0,1,12,31.8,0
BRW101252,21,Male,Plateau,Trading/Retail,5.3,46000,66,168000,95000,1,4.5,0,1,1,Urban,POS Agent,0,1,27,61.2,0
BRW101253,56,Male,Kano,Transport/Logistics,1.4,23300,24,109900,32000,6,8.71,0,1,1,Urban,Bank Branch,0,0,101,91.2,0
BRW101254,49,Male,Edo,Agriculture,8.9,46900,143,802900,98000,6,6.02,1,0,1,Rural,POS Agent,0,0,73,85.9,0
BRW101255,22,Male,Delta,Trading/Retail,3.4,46700,50,159600,44000,12,8.76,0,0,1,Rural,POS Agent,1,1,30,39.9,0
BRW101256,28,Male,Oyo,Food & Provisions,5.4,120900,82,413900,220000,2,11.24,0,0,1,Rural,POS Agent,1,1,15,84.1,0
BRW101257,44,Male,Ogun,Food & Provisions,3.2,57500,49,272300,61000,2,11.8,1,0,1,Urban,POS Agent,0,1,27,78.0,0
BRW101258,43,Male,Ogun,Trading/Retail,4.9,60500,61,112000,80000,2,4.11,0,0,0,Urban,Mobile App,0,1,85,41.5,0
BRW101259,56,Male,Edo,Transport/Logistics,2.8,36200,51,260000,37000,9,5.93,1,0,1,Urban,POS Agent,0,1,47,66.5,0
BRW101260,30,Female,Delta,Food & Provisions,3.0,59500,55,233500,25000,3,4.33,1,0,1,Rural,POS Agent,0,0,30,94.7,0
BRW101261,62,Female,Kwara,Electronics/Phone Accessories,2.8,30900,60,212900,59000,1,9.65,0,1,1,Urban,Bank Branch,0,0,53,57.8,1
BRW101262,39,Female,Edo,Trading/Retail,4.2,53600,54,221100,81000,6,11.74,0,0,1,Rural,POS Agent,1,1,92,73.7,0
BRW101263,57,Male,Osun,Food & Provisions,6.2,75800,102,144200,33000,2,11.5,2,0,0,Urban,Mobile App,1,0,14,82.7,0
BRW101264,29,Male,Kwara,Services (Salon/Barbing etc.),6.3,48700,93,491000,92000,3,9.04,1,0,1,Rural,POS Agent,0,0,34,36.1,1
BRW101265,19,Male,Delta,Food & Provisions,6.1,89900,88,212900,129000,1,11.61,2,0,1,Urban,Mobile App,0,1,28,60.1,1
BRW101266,20,Female,Lagos,Agriculture,4.5,105400,74,189600,82000,6,9.14,1,0,1,Urban,Mobile App,1,1,60,87.7,0
BRW101267,35,Female,Ogun,Electronics/Phone Accessories,2.5,91600,43,171400,31000,2,11.54,0,1,1,Urban,Cooperative (Esusu/Ajo),0,0,21,68.6,0
BRW101268,63,Male,Kano,Fashion & Tailoring,6.1,50700,83,138100,46000,12,9.74,0,0,1,Rural,Bank Branch,1,0,4,58.1,0
BRW101269,20,Male,Anambra,Electronics/Phone Accessories,4.1,29300,59,341000,57000,1,5.22,1,0,1,Rural,Mobile App,0,0,9,76.5,1
BRW101270,35,Male,Osun,Services (Salon/Barbing etc.),2.3,28400,31,69700,20000,3,7.28,1,0,1,Urban,Cooperative (Esusu/Ajo),1,1,23,46.2,0
BRW101271,23,Male,Ogun,Artisan/Repairs,3.4,66100,59,147000,50000,2,7.73,0,0,1,Rural,Mobile App,1,0,130,97.6,0
BRW101272,62,Female,Kwara,Services (Salon/Barbing etc.),6.6,56800,88,352900,103000,1,3.86,0,0,1,Urban,POS Agent,1,1,35,56.9,0
BRW101273,50,Male,Anambra,Transport/Logistics,1.5,47500,29,86700,20000,9,7.77,0,0,0,Rural,Bank Branch,1,0,65,69.9,0
BRW101274,54,Male,Delta,Artisan/Repairs,9.2,36600,152,608500,64000,6,6.3,0,0,1,Urban,POS Agent,1,1,34,51.8,0
BRW101275,52,Male,Lagos,Fashion & Tailoring,13.9,49400,229,1096700,18000,2,3.14,1,0,1,Urban,POS Agent,1,0,96,100.0,0
BRW101276,49,Male,Edo,Trading/Retail,2.5,23000,42,73500,40000,3,11.04,1,1,1,Urban,Mobile App,0,1,106,63.5,0
BRW101277,55,Male,Oyo,Transport/Logistics,2.8,34400,51,237700,58000,1,6.51,1,0,1,Urban,POS Agent,0,1,94,82.2,0
BRW101278,18,Male,Anambra,Services (Salon/Barbing etc.),3.2,43900,58,125300,49000,1,7.94,0,0,0,Urban,POS Agent,0,1,20,64.0,1
BRW101279,59,Male,Osun,Services (Salon/Barbing etc.),2.5,72100,31,80000,110000,6,8.28,0,0,1,Urban,Cooperative (Esusu/Ajo),0,1,8,99.4,0
BRW101280,53,Male,Oyo,Services (Salon/Barbing etc.),11.4,83800,173,811600,51000,9,3.69,2,0,1,Urban,Bank Branch,1,1,142,97.5,0
BRW101281,53,Female,Plateau,Electronics/Phone Accessories,3.2,16800,50,204200,17000,2,6.65,0,0,1,Urban,POS Agent,0,0,71,42.8,0
BRW101282,36,Male,Kwara,Transport/Logistics,1.4,20500,32,120100,45000,2,10.18,2,0,1,Rural,Bank Branch,1,1,21,52.6,0
BRW101283,56,Male,Lagos,Agriculture,4.3,72700,63,163200,46000,12,10.21,0,0,0,Urban,POS Agent,0,1,60,86.7,0
BRW101284,36,Female,Ogun,Agriculture,1.9,51900,35,110000,32000,3,9.42,3,0,0,Urban,POS Agent,1,0,94,76.5,1
BRW101285,20,Male,Osun,Fashion & Tailoring,1.1,69300,7,30900,84000,2,5.15,1,1,0,Urban,POS Agent,0,1,54,58.9,0
BRW101286,61,Female,Anambra,Electronics/Phone Accessories,2.1,34800,40,181000,76000,9,5.74,0,0,1,Urban,Mobile App,1,0,26,69.5,0
BRW101287,29,Female,Kwara,Electronics/Phone Accessories,2.3,35900,36,204100,69000,6,9.84,0,1,1,Urban,Mobile App,1,0,49,57.7,0
BRW101288,22,Male,Plateau,Artisan/Repairs,3.2,32700,53,226000,64000,1,5.99,2,0,1,Urban,POS Agent,0,1,47,72.9,1
BRW101289,47,Male,Lagos,Services (Salon/Barbing etc.),0.7,15000,14,62100,10000,6,6.41,3,0,1,Urban,POS Agent,0,0,28,75.7,0
BRW101290,29,Female,Abuja (FCT),Fashion & Tailoring,10.7,26500,186,636100,36000,3,4.03,0,0,1,Urban,POS Agent,0,1,49,49.1,0
BRW101291,59,Male,Plateau,Artisan/Repairs,4.7,27300,66,233600,67000,3,4.64,0,1,1,Urban,POS Agent,0,1,48,91.3,0
BRW101292,39,Male,Delta,Agriculture,5.8,29400,85,406600,57000,2,6.57,2,0,1,Urban,POS Agent,0,1,29,63.2,0
BRW101293,18,Female,Osun,Trading/Retail,4.0,28700,58,291800,52000,12,4.3,0,0,1,Urban,Mobile App,0,1,12,69.5,0
BRW101294,63,Male,Edo,Artisan/Repairs,8.1,29600,122,221100,16000,2,3.91,1,1,1,Rural,Cooperative (Esusu/Ajo),0,0,16,75.3,0
BRW101295,42,Female,Delta,Artisan/Repairs,2.8,43000,45,51700,66000,2,6.02,1,1,1,Urban,Mobile App,0,0,50,82.1,0
BRW101296,30,Female,Kano,Transport/Logistics,4.0,66400,59,335800,32000,3,3.69,1,0,1,Rural,POS Agent,0,0,88,95.2,0
BRW101297,50,Female,Kwara,Food & Provisions,1.7,15000,31,36700,28000,9,11.62,1,0,1,Rural,Mobile App,0,0,104,77.4,0
BRW101298,43,Female,Kwara,Transport/Logistics,3.4,29200,44,208400,27000,3,11.92,1,1,1,Urban,Mobile App,0,1,47,80.7,0
BRW101299,19,Female,Kaduna,Fashion & Tailoring,3.7,29800,53,275700,46000,3,8.2,0,0,1,Urban,POS Agent,0,1,41,66.8,1
BRW101300,54,Male,Rivers,Fashion & Tailoring,1.9,21100,22,57400,18000,6,7.52,2,0,0,Rural,Mobile App,0,1,31,73.6,0
BRW101301,37,Female,Delta,Fashion & Tailoring,4.7,90100,70,130600,168000,3,9.84,0,1,1,Urban,Bank Branch,1,1,22,59.0,0
BRW101302,51,Female,Osun,Fashion & Tailoring,5.0,26600,78,73600,28000,12,11.8,4,1,0,Rural,POS Agent,0,0,12,63.7,0
BRW101303,60,Female,Abuja (FCT),Fashion & Tailoring,5.9,61500,94,472400,104000,6,5.51,1,0,1,Urban,Bank Branch,1,1,25,83.8,0
BRW101304,47,Female,Kwara,Agriculture,4.9,31700,76,250100,55000,1,11.32,1,0,1,Urban,Mobile App,0,0,16,55.2,0
BRW101305,50,Female,Enugu,Transport/Logistics,3.5,98300,48,96000,204000,1,10.02,2,0,0,Urban,Cooperative (Esusu/Ajo),0,0,31,54.1,1
BRW101306,30,Male,Ogun,Food & Provisions,6.6,30700,114,641000,22000,3,8.66,1,0,1,Rural,POS Agent,0,0,66,67.2,0
BRW101307,29,Female,Kaduna,Agriculture,4.0,29500,86,268700,34000,1,7.81,1,1,1,Urban,POS Agent,0,1,16,84.9,0
BRW101308,37,Male,Kwara,Electronics/Phone Accessories,0.5,44300,8,17200,66000,12,3.19,0,0,1,Urban,POS Agent,1,1,127,70.4,0
BRW101309,58,Male,Edo,Transport/Logistics,1.1,111600,16,36200,165000,6,11.63,0,0,1,Rural,POS Agent,0,0,11,59.9,0
BRW101310,43,Male,Abuja (FCT),Agriculture,1.7,64100,21,70500,22000,6,7.37,0,0,1,Urban,POS Agent,0,1,23,57.9,0
BRW101311,34,Female,Kwara,Trading/Retail,2.1,33900,42,171700,70000,3,3.9,1,1,1,Urban,Cooperative (Esusu/Ajo),0,1,142,98.9,0
BRW101312,55,Female,Osun,Trading/Retail,4.7,53900,75,438600,124000,12,4.82,1,0,1,Urban,Cooperative (Esusu/Ajo),1,1,25,83.8,0
BRW101313,58,Male,Kwara,Food & Provisions,8.3,35600,123,339500,63000,1,6.32,0,0,1,Urban,Mobile App,0,0,11,54.2,1
BRW101314,61,Male,Anambra,Agriculture,5.3,110600,69,287800,181000,3,3.44,1,1,1,Urban,Cooperative (Esusu/Ajo),0,1,73,76.1,0
BRW101315,32,Male,Kano,Electronics/Phone Accessories,4.5,75000,72,236700,28000,3,6.96,0,0,1,Urban,POS Agent,0,0,73,57.3,0
BRW101316,52,Male,Enugu,Food & Provisions,0.7,47900,7,36100,51000,1,6.0,2,0,1,Urban,Cooperative (Esusu/Ajo),0,1,160,55.4,0
BRW101317,46,Male,Anambra,Artisan/Repairs,0.3,54300,5,26600,119000,6,5.88,0,1,1,Urban,POS Agent,0,1,39,67.7,0
BRW101318,39,Female,Osun,Agriculture,9.1,34500,129,117200,85000,6,10.92,1,1,1,Urban,Mobile App,0,1,65,72.3,0
BRW101319,37,Male,Lagos,Trading/Retail,2.7,49000,34,41000,88000,6,10.14,0,0,1,Urban,POS Agent,0,1,30,59.1,1
BRW101320,23,Male,Kwara,Fashion & Tailoring,4.8,67200,73,132400,33000,1,9.59,0,0,0,Urban,Mobile App,1,0,29,83.5,0
BRW101321,31,Male,Delta,Artisan/Repairs,5.2,79700,81,116000,165000,3,9.31,0,1,0,Rural,Mobile App,0,1,22,100.0,0
BRW101322,44,Male,Lagos,Services (Salon/Barbing etc.),13.5,38700,192,444600,60000,2,8.22,0,0,1,Rural,POS Agent,0,0,28,94.7,0
BRW101323,60,Female,Oyo,Agriculture,10.9,15000,169,992900,10000,3,11.17,0,0,1,Urban,POS Agent,0,1,32,69.7,0
BRW101324,59,Male,Lagos,Fashion & Tailoring,15.0,71700,201,980900,85000,3,5.07,1,0,1,Urban,Mobile App,1,0,86,75.3,0
BRW101325,27,Male,Osun,Food & Provisions,5.8,34700,82,116600,11000,3,4.91,0,0,1,Urban,Cooperative (Esusu/Ajo),1,1,56,74.5,0
BRW101326,50,Female,Edo,Fashion & Tailoring,9.7,77800,163,935900,101000,3,5.0,1,0,0,Rural,POS Agent,0,1,55,58.9,0
BRW101327,22,Male,Delta,Fashion & Tailoring,1.4,21200,18,85000,15000,2,9.8,3,0,1,Rural,Mobile App,0,1,44,79.2,0
BRW101328,50,Female,Enugu,Electronics/Phone Accessories,13.6,58500,195,326300,96000,3,11.16,1,0,1,Rural,Bank Branch,1,0,49,57.9,0
BRW101329,34,Female,Ogun,Electronics/Phone Accessories,6.5,43700,95,529000,97000,6,6.3,1,0,1,Urban,Bank Branch,0,1,165,67.9,0
BRW101330,39,Female,Rivers,Fashion & Tailoring,3.0,38300,47,175200,48000,2,4.46,1,0,1,Urban,Cooperative (Esusu/Ajo),0,1,88,78.6,0
BRW101331,52,Female,Abuja (FCT),Trading/Retail,7.0,108900,101,604400,188000,6,6.14,0,1,1,Rural,Cooperative (Esusu/Ajo),1,1,12,57.0,0
BRW101332,38,Male,Kano,Fashion & Tailoring,8.4,32800,134,761200,15000,9,9.07,1,0,1,Urban,Mobile App,0,1,21,51.0,0
BRW101333,56,Male,Rivers,Electronics/Phone Accessories,5.5,103500,60,152100,214000,6,9.67,2,1,1,Urban,POS Agent,0,1,36,41.5,0
